StateWellNumber,County,Aquifer,Status,MeasurementMonth,MeasurementDay,MeasurementYear,MeasurementDate,MeasurementTime,DepthFromLSD,LandElevation,LandElevationMethod,WaterElevation,MeasurementNumber,MeasuringAgency,MethodOfMeasurement,Remarks,Comments,CreatedDate,LastUpdateDate
236102,Dallam,Ogallala/Rita Blanca,Publishable,11,9,1991,11/9/91,,85.94,4165,Interpolated From Topo Map,4079.06,1,Texas Water Development Board,Steel Tape,,,,
236102,Dallam,Ogallala/Rita Blanca,Publishable,1,6,1993,1/6/93,,84.94,4165,Interpolated From Topo Map,4080.06,1,Texas Water Development Board,Steel Tape,,,,
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1993,12/8/93,,83.1,4165,Interpolated From Topo Map,4081.9,1,Texas Water Development Board,Steel Tape,,,,
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1994,12/9/94,,81.96,4165,Interpolated From Topo Map,4083.04,1,Texas Water Development Board,Steel Tape,,,12/19/94,12/19/94
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,6,1995,12/6/95,,87.48,4165,Interpolated From Topo Map,4077.52,1,Texas Water Development Board,Steel Tape,,,12/15/95,12/15/95
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,11,1996,12/11/96,,87.1,4165,Interpolated From Topo Map,4077.9,1,Texas Water Development Board,Steel Tape,,,12/19/96,12/19/96
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,10,1997,12/10/97,,87.73,4165,Interpolated From Topo Map,4077.27,1,Texas Water Development Board,Steel Tape,,,1/6/98,1/6/98
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1998,12/9/98,,87.24,4165,Interpolated From Topo Map,4077.76,1,Texas Water Development Board,Steel Tape,,,12/28/98,12/28/98
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1999,12/9/99,,88.49,4165,Interpolated From Topo Map,4076.51,1,Texas Water Development Board,Steel Tape,,,12/29/99,12/29/99
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,7,2000,12/7/00,,87.6,4165,Interpolated From Topo Map,4077.4,1,Texas Water Development Board,Steel Tape,,,12/13/00,12/13/00
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,13,2001,12/13/01,,87.51,4165,Interpolated From Topo Map,4077.49,1,Texas Water Development Board,Steel Tape,,,12/18/01,12/18/01
236102,Dallam,Ogallala/Rita Blanca,Questionable,12,13,2002,12/13/02,,99.68,4165,Interpolated From Topo Map,4065.32,1,Texas Water Development Board,Steel Tape, Uncertain of reason for questionable measurement,,12/18/02,12/18/02
236102,Dallam,Ogallala/Rita Blanca,Publishable,12,10,2003,12/10/03,,91.1,4165,Interpolated From Topo Map,4073.9,1,Texas Water Development Board,Steel Tape,,,12/22/03,12/22/03
236102,Dallam,Ogallala/Rita Blanca,Questionable,12,13,2004,12/13/04,,97.65,4165,Interpolated From Topo Map,4067.35,1,Texas Water Development Board,Steel Tape, Uncertain of reason for questionable measurement,,1/3/05,1/3/05
236102,Dallam,Ogallala/Rita Blanca,Publishable,3,30,2005,3/30/05,,93.9,4165,Interpolated From Topo Map,4071.1,1,Groundwater Conservation District,Steel Tape,,,8/31/05,8/31/05
236102,Dallam,Ogallala/Rita Blanca,Publishable,2,2,2006,2/2/06,,93.51,4165,Interpolated From Topo Map,4071.49,1,Groundwater Conservation District,Steel Tape,,,8/31/06,8/31/06
236102,Dallam,Ogallala/Rita Blanca,Questionable,3,1,2007,3/1/07,,98.14,4165,Interpolated From Topo Map,4066.86,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,5/15/07,5/15/07
236102,Dallam,Ogallala/Rita Blanca,Questionable,2,4,2008,2/4/08,,95.99,4165,Interpolated From Topo Map,4069.01,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,7/16/08,7/16/08
236102,Dallam,Ogallala/Rita Blanca,Questionable,2,12,2009,2/12/09,,96.87,4165,Interpolated From Topo Map,4068.13,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,4/22/09,4/22/09
236102,Dallam,Ogallala/Rita Blanca,Questionable,3,3,2010,3/3/10,,98.13,4165,Interpolated From Topo Map,4066.87,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,5/5/10,5/5/10
236102,Dallam,Ogallala/Rita Blanca,Questionable,3,1,2011,3/1/11,,102.13,4165,Interpolated From Topo Map,4062.87,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,6/17/11,6/17/11
236102,Dallam,Ogallala/Rita Blanca,Questionable,1,10,2012,1/10/12,,112.22,4165,Interpolated From Topo Map,4052.78,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,6/18/12,6/18/12
236102,Dallam,Ogallala/Rita Blanca,Questionable,1,24,2013,1/24/13,,102.25,4165,Interpolated From Topo Map,4062.75,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,6/24/13,6/24/13
236102,Dallam,Ogallala/Rita Blanca,Questionable,2,20,2014,2/20/14,,98.18,4165,Interpolated From Topo Map,4066.82,1,Groundwater Conservation District,Steel Tape, Uncertain of reason for questionable measurement,,4/10/14,4/10/14
236102,Dallam,Ogallala/Rita Blanca,Publishable,2,13,2015,2/13/15,,112.84,4165,Interpolated From Topo Map,4052.16,1,Groundwater Conservation District,Electric Line,,,6/30/15,6/30/15
236502,Dallam,Ogallala/Rita Blanca,Publishable,4,7,1958,4/7/58,,63.16,4122,Interpolated From Topo Map,4058.84,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,3,20,1959,3/20/59,,63.07,4122,Interpolated From Topo Map,4058.93,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,7,1961,1/7/61,,63.62,4122,Interpolated From Topo Map,4058.38,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,17,1962,1/17/62,,63.25,4122,Interpolated From Topo Map,4058.75,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,10,1963,1/10/63,,66.53,4122,Interpolated From Topo Map,4055.47,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,15,1964,1/15/64,,65.45,4122,Interpolated From Topo Map,4056.55,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,12,1965,1/12/65,,66.26,4122,Interpolated From Topo Map,4055.74,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,12,1966,1/12/66,,65.63,4122,Interpolated From Topo Map,4056.37,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,9,1967,1/9/67,,69.52,4122,Interpolated From Topo Map,4052.48,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,20,1968,1/20/68,,67.69,4122,Interpolated From Topo Map,4054.31,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,16,1969,1/16/69,,69.49,4122,Interpolated From Topo Map,4052.51,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,11,1970,1/11/70,,67.13,4122,Interpolated From Topo Map,4054.87,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,10,1971,1/10/71,,73.09,4122,Interpolated From Topo Map,4048.91,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,7,1972,1/7/72,,72.99,4122,Interpolated From Topo Map,4049.01,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,16,1973,1/16/73,,71.36,4122,Interpolated From Topo Map,4050.64,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,Publishable,1,15,1974,1/15/74,,68.6,4122,Interpolated From Topo Map,4053.4,1,Texas Water Development Board,Steel Tape,,,,
236502,Dallam,Ogallala/Rita Blanca,No Measurement,1,16,1974,1/16/74,,,4122,Interpolated From Topo Map,,1,Texas Water Development Board,, Well deleted from observation Program,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,2,4,1952,2/4/52,,52.07,4089,Interpolated From Topo Map,4036.93,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,15,1953,1/15/53,,52.52,4089,Interpolated From Topo Map,4036.48,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,4,4,1954,4/4/54,,52.4,4089,Interpolated From Topo Map,4036.6,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,3,5,1957,3/5/57,,52.84,4089,Interpolated From Topo Map,4036.16,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,4,29,1958,4/29/58,,52.57,4089,Interpolated From Topo Map,4036.43,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,3,31,1959,3/31/59,,52.71,4089,Interpolated From Topo Map,4036.29,1,Other or Source of Measurement Unknown,Unknown, Accurately reflect water-level conditions,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,7,1961,1/7/61,,52.88,4089,Interpolated From Topo Map,4036.12,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,17,1962,1/17/62,,53.22,4089,Interpolated From Topo Map,4035.78,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,10,1963,1/10/63,,53.54,4089,Interpolated From Topo Map,4035.46,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,No Measurement,1,15,1964,1/15/64,,,4089,Interpolated From Topo Map,,1,Texas Water Development Board,, Well pumping,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,12,1965,1/12/65,,53.99,4089,Interpolated From Topo Map,4035.01,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,12,1966,1/12/66,,53.66,4089,Interpolated From Topo Map,4035.34,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,9,1967,1/9/67,,54.29,4089,Interpolated From Topo Map,4034.71,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,20,1968,1/20/68,,55.78,4089,Interpolated From Topo Map,4033.22,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,16,1969,1/16/69,,55.25,4089,Interpolated From Topo Map,4033.75,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,11,1970,1/11/70,,55.1,4089,Interpolated From Topo Map,4033.9,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Questionable,1,10,1971,1/10/71,,59.54,4089,Interpolated From Topo Map,4029.46,1,Texas Water Development Board,Steel Tape, Pumping-level measurement,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,7,1972,1/7/72,,56.97,4089,Interpolated From Topo Map,4032.03,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,16,1973,1/16/73,,56.12,4089,Interpolated From Topo Map,4032.88,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,15,1974,1/15/74,,58.48,4089,Interpolated From Topo Map,4030.52,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,8,1975,1/8/75,,60.07,4089,Interpolated From Topo Map,4028.93,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,27,1976,1/27/76,,56.98,4089,Interpolated From Topo Map,4032.02,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,25,1977,1/25/77,,57.29,4089,Interpolated From Topo Map,4031.71,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,19,1978,1/19/78,,57.64,4089,Interpolated From Topo Map,4031.36,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,7,1978,12/7/78,,65.6,4089,Interpolated From Topo Map,4023.4,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,17,1980,12/17/80,,58.52,4089,Interpolated From Topo Map,4030.48,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,16,1983,12/16/83,,59.29,4089,Interpolated From Topo Map,4029.71,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,5,1984,12/5/84,,60.15,4089,Interpolated From Topo Map,4028.85,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,14,1985,12/14/85,,56.9,4089,Interpolated From Topo Map,4032.1,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,2,2,1987,2/2/87,,60.6,4089,Interpolated From Topo Map,4028.4,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,1,23,1988,1/23/88,,60.85,4089,Interpolated From Topo Map,4028.15,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1988,12/8/88,,61.1,4089,Interpolated From Topo Map,4027.9,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1989,12/9/89,,64.23,4089,Interpolated From Topo Map,4024.77,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,7,1990,12/7/90,,64.65,4089,Interpolated From Topo Map,4024.35,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,11,8,1991,11/8/91,,65.96,4089,Interpolated From Topo Map,4023.04,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,12,1992,12/12/92,,62.4,4089,Interpolated From Topo Map,4026.6,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1993,12/8/93,,62.6,4089,Interpolated From Topo Map,4026.4,1,Texas Water Development Board,Steel Tape,,,,
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1994,12/9/94,,62.6,4089,Interpolated From Topo Map,4026.4,1,Texas Water Development Board,Steel Tape,,,12/19/94,12/19/94
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,6,1995,12/6/95,,63.15,4089,Interpolated From Topo Map,4025.85,1,Texas Water Development Board,Steel Tape,,,12/15/95,12/15/95
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,11,1996,12/11/96,,64.95,4089,Interpolated From Topo Map,4024.05,1,Texas Water Development Board,Steel Tape,,,12/19/96,12/19/96
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,10,1997,12/10/97,,63.53,4089,Interpolated From Topo Map,4025.47,1,Texas Water Development Board,Steel Tape,,,1/6/98,1/6/98
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1998,12/9/98,,64.16,4089,Interpolated From Topo Map,4024.84,1,Texas Water Development Board,Steel Tape,,,12/28/98,12/28/98
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,9,1999,12/9/99,,64.09,4089,Interpolated From Topo Map,4024.91,1,Texas Water Development Board,Steel Tape,,,12/29/99,12/29/99
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,7,2000,12/7/00,,63.68,4089,Interpolated From Topo Map,4025.32,1,Texas Water Development Board,Steel Tape,,,12/13/00,12/13/00
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,13,2001,12/13/01,,64.1,4089,Interpolated From Topo Map,4024.9,1,Texas Water Development Board,Steel Tape,,,12/18/01,12/18/01
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,14,2002,12/14/02,,66.05,4089,Interpolated From Topo Map,4022.95,1,Texas Water Development Board,Steel Tape,,,12/18/02,12/18/02
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,11,2003,12/11/03,,64.95,4089,Interpolated From Topo Map,4024.05,1,Texas Water Development Board,Steel Tape,,,12/22/03,12/22/03
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,13,2004,12/13/04,,66.4,4089,Interpolated From Topo Map,4022.6,1,Texas Water Development Board,Steel Tape,,,1/3/05,1/3/05
236601,Dallam,Ogallala/Rita Blanca,Publishable,11,4,2005,11/4/05,,67.2,4089,Interpolated From Topo Map,4021.8,1,Texas Water Development Board,Steel Tape,,,11/29/05,11/29/05
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,2,2006,12/2/06,,66.41,4089,Interpolated From Topo Map,4022.59,1,Texas Water Development Board,Steel Tape,,,12/6/06,12/6/06
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,6,2007,12/6/07,,66.77,4089,Interpolated From Topo Map,4022.23,1,Texas Water Development Board,Steel Tape,,,12/18/07,12/18/07
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,10,2008,12/10/08,,68.9,4089,Interpolated From Topo Map,4020.1,1,Texas Water Development Board,Steel Tape,,,12/16/08,12/16/08
236601,Dallam,Ogallala/Rita Blanca,Publishable,11,4,2009,11/4/09,,67.75,4089,Interpolated From Topo Map,4021.25,1,Texas Water Development Board,Steel Tape,,,11/10/09,11/10/09
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,14,2010,12/14/10,,67.9,4089,Interpolated From Topo Map,4021.1,1,Texas Water Development Board,Steel Tape,,,12/21/10,12/21/10
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,6,2011,12/6/11,,70.6,4089,Interpolated From Topo Map,4018.4,1,Texas Water Development Board,Steel Tape,,,12/20/11,12/20/11
236601,Dallam,Ogallala/Rita Blanca,Publishable,12,6,2012,12/6/12,,69.21,4089,Interpolated From Topo Map,4019.79,1,Texas Water Development Board,Electric Line,,,1/8/13,1/8/13
236702,Dallam,Ogallala/Rita Blanca,Publishable,11,13,1979,11/13/79,,137.98,4224,Interpolated From Topo Map,4086.02,1,Texas Water Development Board,Steel Tape,,,,
236702,Dallam,Ogallala/Rita Blanca,Questionable,12,17,1982,12/17/82,,142.33,4224,Interpolated From Topo Map,4081.67,1,Texas Water Development Board,Steel Tape, Well pumped recently,,,
236702,Dallam,Ogallala/Rita Blanca,Publishable,12,6,1984,12/6/84,,137.5,4224,Interpolated From Topo Map,4086.5,1,Texas Water Development Board,Steel Tape,,,,
236702,Dallam,Ogallala/Rita Blanca,No Measurement,12,13,1985,12/13/85,,,4224,Interpolated From Topo Map,,1,Texas Water Development Board,, Access to well temporarily blocked due to winterization or debris,,,
236702,Dallam,Ogallala/Rita Blanca,Publishable,12,8,1987,12/8/87,,143.15,4224,Interpolated From Topo Map,4080.85,1,Texas Water Development Board,Steel Tape,,,,
236702,Dallam,Ogallala/Rita Blanca,Publishable,12,10,1988,12/10/88,,143.55,4224,Interpolated From Topo Map,4080.45,1,Texas Water Development Board,Steel Tape,,,,
236702,Dallam,Ogallala/Rita Blanca,No Measurement,12,7,1989,12/7/89,,,4224,Interpolated From Topo Map,,1,Texas Water Development Board,, Unable to insert tape into well,,,
236702,Dallam,Ogallala/Rita Blanca,No Measurement,12,6,1990,12/6/90,,,4224,Interpolated From Topo Map,,1,Texas Water Development Board,, Unable to insert tape into well,,,
236702,Dallam,Ogallala/Rita Blanca,No Measurement,11,9,1991,11/9/91,,,4224,Interpolated From Topo Map,,1,Texas Water Development Board,, Unable to insert tape into well,,,
239201,Dallam,Ogallala/Dockum,Publishable,3,0,1965,,,290,3816,Interpolated From Topo Map,3526,1,Registered Water Well Driller,Unknown,,,,
239201,Dallam,Ogallala/Dockum,Publishable,1,26,1977,1/26/77,,299.11,3816,Interpolated From Topo Map,3516.89,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,1,23,1978,1/23/78,,294.34,3816,Interpolated From Topo Map,3521.66,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,1,12,1979,1/12/79,,296.1,3816,Interpolated From Topo Map,3519.9,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,6,1979,12/6/79,,327.99,3816,Interpolated From Topo Map,3488.01,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,8,1980,12/8/80,,330.46,3816,Interpolated From Topo Map,3485.54,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,17,1982,12/17/82,,308.98,3816,Interpolated From Topo Map,3507.02,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,6,1984,12/6/84,,294.28,3816,Interpolated From Topo Map,3521.72,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,16,1985,12/16/85,,299.81,3816,Interpolated From Topo Map,3516.19,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,2,4,1987,2/4/87,,305.52,3816,Interpolated From Topo Map,3510.48,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,1,22,1988,1/22/88,,294.3,3816,Interpolated From Topo Map,3521.7,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,8,1988,12/8/88,,294.85,3816,Interpolated From Topo Map,3521.15,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,10,1989,12/10/89,,294.67,3816,Interpolated From Topo Map,3521.33,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,7,1990,12/7/90,,302.61,3816,Interpolated From Topo Map,3513.39,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,11,7,1991,11/7/91,,301.16,3816,Interpolated From Topo Map,3514.84,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,11,1992,12/11/92,,295.08,3816,Interpolated From Topo Map,3520.92,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,9,1993,12/9/93,,295.1,3816,Interpolated From Topo Map,3520.9,1,Texas Water Development Board,Steel Tape,,,,
239201,Dallam,Ogallala/Dockum,Publishable,12,8,1994,12/8/94,,300.3,3816,Interpolated From Topo Map,3515.7,1,Texas Water Development Board,Electric Line,,,12/19/94,12/19/94
239201,Dallam,Ogallala/Dockum,Questionable,12,6,1995,12/6/95,,305.3,3816,Interpolated From Topo Map,3510.7,1,Texas Water Development Board,Steel Tape, Inconsistent or spotty tape mark due to wet or leaking casing,,12/15/95,12/15/95
239201,Dallam,Ogallala/Dockum,Publishable,12,10,1996,12/10/96,,295.13,3816,Interpolated From Topo Map,3520.87,1,Texas Water Development Board,Steel Tape,,,12/19/96,12/19/96
239201,Dallam,Ogallala/Dockum,Publishable,12,11,1997,12/11/97,,259.9,3816,Interpolated From Topo Map,3556.1,1,Texas Water Development Board,Steel Tape,,,1/6/98,1/6/98
239201,Dallam,Ogallala/Dockum,Publishable,12,9,1998,12/9/98,,305.88,3816,Interpolated From Topo Map,3510.12,1,Texas Water Development Board,Steel Tape,,,12/28/98,12/28/98
239201,Dallam,Ogallala/Dockum,No Measurement,12,9,1999,12/9/99,,,3816,Interpolated From Topo Map,,1,Texas Water Development Board,, Access to well temporarily blocked due to winterization or debris,,12/29/99,12/29/99
239201,Dallam,Ogallala/Dockum,No Measurement,12,8,2000,12/8/00,,,3816,Interpolated From Topo Map,,1,Texas Water Development Board,, Access to well temporarily blocked due to winterization or debris,,12/13/00,12/13/00
239201,Dallam,Ogallala/Dockum,No Measurement,12,15,2010,12/15/10,,,3816,Interpolated From Topo Map,,1,Texas Water Development Board,, Access to well temporarily blocked due to winterization or debris,,,
239401,Dallam,Ogallala/Dockum,Publishable,7,27,1970,7/27/70,,308,3866,Interpolated From Topo Map,3558,1,Registered Water Well Driller,Unknown,,,,
239401,Dallam,Ogallala/Dockum,Publishable,8,26,1975,8/26/75,,305.39,3866,Interpolated From Topo Map,3560.61,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,1,29,1976,1/29/76,,305.33,3866,Interpolated From Topo Map,3560.67,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,1,26,1977,1/26/77,,305.1,3866,Interpolated From Topo Map,3560.9,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,3,10,1978,3/10/78,,305.15,3866,Interpolated From Topo Map,3560.85,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,6,1979,12/6/79,,321.69,3866,Interpolated From Topo Map,3544.31,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,1,13,1982,1/13/82,,306.68,3866,Interpolated From Topo Map,3559.32,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Questionable,1,12,1984,1/12/84,,309.32,3866,Interpolated From Topo Map,3556.68,1,Texas Water Development Board,Steel Tape, Tape does not fall free in well,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,16,1985,12/16/85,,311.7,3866,Interpolated From Topo Map,3554.3,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,2,4,1987,2/4/87,,305.62,3866,Interpolated From Topo Map,3560.38,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,1,22,1988,1/22/88,,305.91,3866,Interpolated From Topo Map,3560.09,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,No Measurement,12,8,1988,12/8/88,,,3866,Interpolated From Topo Map,,1,Texas Water Development Board,, Well pumping,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,10,1989,12/10/89,,305.52,3866,Interpolated From Topo Map,3560.48,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,7,1990,12/7/90,,313.53,3866,Interpolated From Topo Map,3552.47,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,11,7,1991,11/7/91,,314.17,3866,Interpolated From Topo Map,3551.83,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,11,1992,12/11/92,,318.9,3866,Interpolated From Topo Map,3547.1,1,Texas Water Development Board,Steel Tape,,,,
239401,Dallam,Ogallala/Dockum,Publishable,12,9,1993,12/9/93,,311.5,3866,Interpolated From Topo Map,3554.5,1,Texas Water Development Board,Steel Tape,,,,
